,Country Name,Indicator Name,Year,Value
5167,Nigeria,"Gross enrolment ratio, secondary, both sexes (%)",1952,
5168,Nigeria,High-technology exports (% of manufactured exports),1952,
5169,Nigeria,Imports of goods and services (% of GDP),1952,
5170,Nigeria,Income share held by lowest 20%,1952,
5171,Nigeria,"Industry, value added (% of GDP)",1952,
5172,Nigeria,"Inflation, GDP deflator (annual %)",1952,
5173,Nigeria,Internet users (per 100 people),1952,
5174,Nigeria,"Life expectancy at birth, total (years)",1952,
5175,Nigeria,Military expenditure (% of GDP),1952,
5176,Nigeria,Mobile cellular subscriptions (per 100 people),1952,
5177,Nigeria,Net lending (+) / net borrowing (-) (% of GDP),1952,
5178,Nigeria,Population density (people per sq. km of land area),1952,
5179,Nigeria,"Prevalence of HIV, total (% of population ages 15-49)",1952,
5180,Nigeria,"Revenue, excluding grants (% of GDP)",1952,
5181,Nigeria,"Services, etc., value added (% of GDP)",1952,
5182,Nigeria,Tax revenue (% of GDP),1952,
5183,Nigeria,Time required to start a business (days),1952,
5184,Northern Mariana Islands,"Agriculture, value added (% of GDP)",1952,
5185,Northern Mariana Islands,CO2 emissions (metric tons per capita),1952,
5186,Northern Mariana Islands,Domestic credit provided by financial sector (% of GDP),1952,
5187,Northern Mariana Islands,Electric power consumption (kWh per capita),1952,
5188,Northern Mariana Islands,Energy use (kg of oil equivalent per capita),1952,
5189,Northern Mariana Islands,Exports of goods and services (% of GDP),1952,
5190,Northern Mariana Islands,"Fertility rate, total (births per woman)",1952,
5191,Northern Mariana Islands,GDP growth (annual %),1952,
5192,Northern Mariana Islands,"GNI per capita, PPP (current international $)",1952,
5193,Northern Mariana Islands,"Gross enrollment ratio, primary, both sexes (%)",1952,
5194,Northern Mariana Islands,"Gross enrolment ratio, secondary, both sexes (%)",1952,
5195,Northern Mariana Islands,High-technology exports (% of manufactured exports),1952,
5196,Northern Mariana Islands,Imports of goods and services (% of GDP),1952,
5197,Northern Mariana Islands,Income share held by lowest 20%,1952,
5198,Northern Mariana Islands,"Industry, value added (% of GDP)",1952,
5199,Northern Mariana Islands,"Inflation, GDP deflator (annual %)",1952,
5200,Northern Mariana Islands,Internet users (per 100 people),1952,
5201,Northern Mariana Islands,"Life expectancy at birth, total (years)",1952,
5202,Northern Mariana Islands,Military expenditure (% of GDP),1952,
5203,Northern Mariana Islands,Mobile cellular subscriptions (per 100 people),1952,
5204,Northern Mariana Islands,Net lending (+) / net borrowing (-) (% of GDP),1952,
5205,Northern Mariana Islands,Population density (people per sq. km of land area),1952,
5206,Northern Mariana Islands,"Prevalence of HIV, total (% of population ages 15-49)",1952,
5207,Northern Mariana Islands,"Revenue, excluding grants (% of GDP)",1952,
5208,Northern Mariana Islands,"Services, etc., value added (% of GDP)",1952,
5209,Northern Mariana Islands,Tax revenue (% of GDP),1952,
5210,Northern Mariana Islands,Time required to start a business (days),1952,
5211,Norway,"Agriculture, value added (% of GDP)",1952,
5212,Norway,CO2 emissions (metric tons per capita),1952,
5213,Norway,Domestic credit provided by financial sector (% of GDP),1952,
5214,Norway,Electric power consumption (kWh per capita),1952,
5215,Norway,Energy use (kg of oil equivalent per capita),1952,
5216,Norway,Exports of goods and services (% of GDP),1952,
5217,Norway,"Fertility rate, total (births per woman)",1952,
5218,Norway,GDP growth (annual %),1952,
5219,Norway,"GNI per capita, PPP (current international $)",1952,
5220,Norway,"Gross enrollment ratio, primary, both sexes (%)",1952,
5221,Norway,"Gross enrolment ratio, secondary, both sexes (%)",1952,
5222,Norway,High-technology exports (% of manufactured exports),1952,
5223,Norway,Imports of goods and services (% of GDP),1952,
5224,Norway,Income share held by lowest 20%,1952,
5225,Norway,"Industry, value added (% of GDP)",1952,
5226,Norway,"Inflation, GDP deflator (annual %)",1952,
5227,Norway,Internet users (per 100 people),1952,
5228,Norway,"Life expectancy at birth, total (years)",1952,
5229,Norway,Military expenditure (% of GDP),1952,
5230,Norway,Mobile cellular subscriptions (per 100 people),1952,
5231,Norway,Net lending (+) / net borrowing (-) (% of GDP),1952,
5232,Norway,Population density (people per sq. km of land area),1952,
5233,Norway,"Prevalence of HIV, total (% of population ages 15-49)",1952,
5234,Norway,"Revenue, excluding grants (% of GDP)",1952,
5235,Norway,"Services, etc., value added (% of GDP)",1952,
5236,Norway,Tax revenue (% of GDP),1952,
5237,Norway,Time required to start a business (days),1952,
5238,Oman,"Agriculture, value added (% of GDP)",1952,
5239,Oman,CO2 emissions (metric tons per capita),1952,
5240,Oman,Domestic credit provided by financial sector (% of GDP),1952,
5241,Oman,Electric power consumption (kWh per capita),1952,
5242,Oman,Energy use (kg of oil equivalent per capita),1952,
5243,Oman,Exports of goods and services (% of GDP),1952,
5244,Oman,"Fertility rate, total (births per woman)",1952,
5245,Oman,GDP growth (annual %),1952,
5246,Oman,"GNI per capita, PPP (current international $)",1952,
5247,Oman,"Gross enrollment ratio, primary, both sexes (%)",1952,
5248,Oman,"Gross enrolment ratio, secondary, both sexes (%)",1952,
5249,Oman,High-technology exports (% of manufactured exports),1952,
5250,Oman,Imports of goods and services (% of GDP),1952,
5251,Oman,Income share held by lowest 20%,1952,
5252,Oman,"Industry, value added (% of GDP)",1952,
5253,Oman,"Inflation, GDP deflator (annual %)",1952,
5254,Oman,Internet users (per 100 people),1952,
5255,Oman,"Life expectancy at birth, total (years)",1952,
5256,Oman,Military expenditure (% of GDP),1952,
5257,Oman,Mobile cellular subscriptions (per 100 people),1952,
5258,Oman,Net lending (+) / net borrowing (-) (% of GDP),1952,
5259,Oman,Population density (people per sq. km of land area),1952,
5260,Oman,"Prevalence of HIV, total (% of population ages 15-49)",1952,
5261,Oman,"Revenue, excluding grants (% of GDP)",1952,
5262,Oman,"Services, etc., value added (% of GDP)",1952,
5263,Oman,Tax revenue (% of GDP),1952,
5264,Oman,Time required to start a business (days),1952,
5265,Pakistan,"Agriculture, value added (% of GDP)",1952,
5266,Pakistan,CO2 emissions (metric tons per capita),1952,
5267,Pakistan,Domestic credit provided by financial sector (% of GDP),1952,
5268,Pakistan,Electric power consumption (kWh per capita),1952,
5269,Pakistan,Energy use (kg of oil equivalent per capita),1952,
5270,Pakistan,Exports of goods and services (% of GDP),1952,
5271,Pakistan,"Fertility rate, total (births per woman)",1952,
5272,Pakistan,GDP growth (annual %),1952,
5273,Pakistan,"GNI per capita, PPP (current international $)",1952,
5274,Pakistan,"Gross enrollment ratio, primary, both sexes (%)",1952,
5275,Pakistan,"Gross enrolment ratio, secondary, both sexes (%)",1952,
5276,Pakistan,High-technology exports (% of manufactured exports),1952,
5277,Pakistan,Imports of goods and services (% of GDP),1952,
5278,Pakistan,Income share held by lowest 20%,1952,
5279,Pakistan,"Industry, value added (% of GDP)",1952,
5280,Pakistan,"Inflation, GDP deflator (annual %)",1952,
5281,Pakistan,Internet users (per 100 people),1952,
5282,Pakistan,"Life expectancy at birth, total (years)",1952,
5283,Pakistan,Military expenditure (% of GDP),1952,
5284,Pakistan,Mobile cellular subscriptions (per 100 people),1952,
5285,Pakistan,Net lending (+) / net borrowing (-) (% of GDP),1952,
5286,Pakistan,Population density (people per sq. km of land area),1952,
5287,Pakistan,"Prevalence of HIV, total (% of population ages 15-49)",1952,
5288,Pakistan,"Revenue, excluding grants (% of GDP)",1952,
5289,Pakistan,"Services, etc., value added (% of GDP)",1952,
5290,Pakistan,Tax revenue (% of GDP),1952,
5291,Pakistan,Time required to start a business (days),1952,
5292,Palau,"Agriculture, value added (% of GDP)",1952,
5293,Palau,CO2 emissions (metric tons per capita),1952,
5294,Palau,Domestic credit provided by financial sector (% of GDP),1952,
5295,Palau,Electric power consumption (kWh per capita),1952,
5296,Palau,Energy use (kg of oil equivalent per capita),1952,
5297,Palau,Exports of goods and services (% of GDP),1952,
5298,Palau,"Fertility rate, total (births per woman)",1952,
5299,Palau,GDP growth (annual %),1952,
5300,Palau,"GNI per capita, PPP (current international $)",1952,
5301,Palau,"Gross enrollment ratio, primary, both sexes (%)",1952,
5302,Palau,"Gross enrolment ratio, secondary, both sexes (%)",1952,
5303,Palau,High-technology exports (% of manufactured exports),1952,
5304,Palau,Imports of goods and services (% of GDP),1952,
5305,Palau,Income share held by lowest 20%,1952,
5306,Palau,"Industry, value added (% of GDP)",1952,
5307,Palau,"Inflation, GDP deflator (annual %)",1952,
5308,Palau,Internet users (per 100 people),1952,
5309,Palau,"Life expectancy at birth, total (years)",1952,
5310,Palau,Military expenditure (% of GDP),1952,
5311,Palau,Mobile cellular subscriptions (per 100 people),1952,
5312,Palau,Net lending (+) / net borrowing (-) (% of GDP),1952,
5313,Palau,Population density (people per sq. km of land area),1952,
5314,Palau,"Prevalence of HIV, total (% of population ages 15-49)",1952,
5315,Palau,"Revenue, excluding grants (% of GDP)",1952,
5316,Palau,"Services, etc., value added (% of GDP)",1952,
5317,Palau,Tax revenue (% of GDP),1952,
5318,Palau,Time required to start a business (days),1952,
5319,Panama,"Agriculture, value added (% of GDP)",1952,
5320,Panama,CO2 emissions (metric tons per capita),1952,
5321,Panama,Domestic credit provided by financial sector (% of GDP),1952,
5322,Panama,Electric power consumption (kWh per capita),1952,
5323,Panama,Energy use (kg of oil equivalent per capita),1952,
5324,Panama,Exports of goods and services (% of GDP),1952,
5325,Panama,"Fertility rate, total (births per woman)",1952,
5326,Panama,GDP growth (annual %),1952,
5327,Panama,"GNI per capita, PPP (current international $)",1952,
5328,Panama,"Gross enrollment ratio, primary, both sexes (%)",1952,
5329,Panama,"Gross enrolment ratio, secondary, both sexes (%)",1952,
5330,Panama,High-technology exports (% of manufactured exports),1952,
5331,Panama,Imports of goods and services (% of GDP),1952,
5332,Panama,Income share held by lowest 20%,1952,
5333,Panama,"Industry, value added (% of GDP)",1952,
5334,Panama,"Inflation, GDP deflator (annual %)",1952,
5335,Panama,Internet users (per 100 people),1952,
5336,Panama,"Life expectancy at birth, total (years)",1952,
5337,Panama,Military expenditure (% of GDP),1952,
5338,Panama,Mobile cellular subscriptions (per 100 people),1952,
5339,Panama,Net lending (+) / net borrowing (-) (% of GDP),1952,
5340,Panama,Population density (people per sq. km of land area),1952,
5341,Panama,"Prevalence of HIV, total (% of population ages 15-49)",1952,
5342,Panama,"Revenue, excluding grants (% of GDP)",1952,
5343,Panama,"Services, etc., value added (% of GDP)",1952,
5344,Panama,Tax revenue (% of GDP),1952,
5345,Panama,Time required to start a business (days),1952,
5346,Papua New Guinea,"Agriculture, value added (% of GDP)",1952,
5347,Papua New Guinea,CO2 emissions (metric tons per capita),1952,
5348,Papua New Guinea,Domestic credit provided by financial sector (% of GDP),1952,
5349,Papua New Guinea,Electric power consumption (kWh per capita),1952,
5350,Papua New Guinea,Energy use (kg of oil equivalent per capita),1952,
5351,Papua New Guinea,Exports of goods and services (% of GDP),1952,
5352,Papua New Guinea,"Fertility rate, total (births per woman)",1952,
5353,Papua New Guinea,GDP growth (annual %),1952,
5354,Papua New Guinea,"GNI per capita, PPP (current international $)",1952,
5355,Papua New Guinea,"Gross enrollment ratio, primary, both sexes (%)",1952,
5356,Papua New Guinea,"Gross enrolment ratio, secondary, both sexes (%)",1952,
5357,Papua New Guinea,High-technology exports (% of manufactured exports),1952,
5358,Papua New Guinea,Imports of goods and services (% of GDP),1952,
5359,Papua New Guinea,Income share held by lowest 20%,1952,
5360,Papua New Guinea,"Industry, value added (% of GDP)",1952,
5361,Papua New Guinea,"Inflation, GDP deflator (annual %)",1952,
5362,Papua New Guinea,Internet users (per 100 people),1952,
5363,Papua New Guinea,"Life expectancy at birth, total (years)",1952,
5364,Papua New Guinea,Military expenditure (% of GDP),1952,
5365,Papua New Guinea,Mobile cellular subscriptions (per 100 people),1952,
5366,Papua New Guinea,Net lending (+) / net borrowing (-) (% of GDP),1952,
5367,Papua New Guinea,Population density (people per sq. km of land area),1952,
5368,Papua New Guinea,"Prevalence of HIV, total (% of population ages 15-49)",1952,
5369,Papua New Guinea,"Revenue, excluding grants (% of GDP)",1952,
5370,Papua New Guinea,"Services, etc., value added (% of GDP)",1952,
5371,Papua New Guinea,Tax revenue (% of GDP),1952,
5372,Papua New Guinea,Time required to start a business (days),1952,
5373,Paraguay,"Agriculture, value added (% of GDP)",1952,
5374,Paraguay,CO2 emissions (metric tons per capita),1952,
5375,Paraguay,Domestic credit provided by financial sector (% of GDP),1952,
5376,Paraguay,Electric power consumption (kWh per capita),1952,
5377,Paraguay,Energy use (kg of oil equivalent per capita),1952,
5378,Paraguay,Exports of goods and services (% of GDP),1952,
5379,Paraguay,"Fertility rate, total (births per woman)",1952,
5380,Paraguay,GDP growth (annual %),1952,
5381,Paraguay,"GNI per capita, PPP (current international $)",1952,
5382,Paraguay,"Gross enrollment ratio, primary, both sexes (%)",1952,
5383,Paraguay,"Gross enrolment ratio, secondary, both sexes (%)",1952,
5384,Paraguay,High-technology exports (% of manufactured exports),1952,
5385,Paraguay,Imports of goods and services (% of GDP),1952,
5386,Paraguay,Income share held by lowest 20%,1952,
5387,Paraguay,"Industry, value added (% of GDP)",1952,
5388,Paraguay,"Inflation, GDP deflator (annual %)",1952,
5389,Paraguay,Internet users (per 100 people),1952,
5390,Paraguay,"Life expectancy at birth, total (years)",1952,
5391,Paraguay,Military expenditure (% of GDP),1952,
5392,Paraguay,Mobile cellular subscriptions (per 100 people),1952,
5393,Paraguay,Net lending (+) / net borrowing (-) (% of GDP),1952,
5394,Paraguay,Population density (people per sq. km of land area),1952,
5395,Paraguay,"Prevalence of HIV, total (% of population ages 15-49)",1952,
5396,Paraguay,"Revenue, excluding grants (% of GDP)",1952,
5397,Paraguay,"Services, etc., value added (% of GDP)",1952,
5398,Paraguay,Tax revenue (% of GDP),1952,
5399,Paraguay,Time required to start a business (days),1952,
5400,Peru,"Agriculture, value added (% of GDP)",1952,
5401,Peru,CO2 emissions (metric tons per capita),1952,
5402,Peru,Domestic credit provided by financial sector (% of GDP),1952,
5403,Peru,Electric power consumption (kWh per capita),1952,
5404,Peru,Energy use (kg of oil equivalent per capita),1952,
5405,Peru,Exports of goods and services (% of GDP),1952,
5406,Peru,"Fertility rate, total (births per woman)",1952,
5407,Peru,GDP growth (annual %),1952,
5408,Peru,"GNI per capita, PPP (current international $)",1952,
5409,Peru,"Gross enrollment ratio, primary, both sexes (%)",1952,
5410,Peru,"Gross enrolment ratio, secondary, both sexes (%)",1952,
5411,Peru,High-technology exports (% of manufactured exports),1952,
5412,Peru,Imports of goods and services (% of GDP),1952,
5413,Peru,Income share held by lowest 20%,1952,
5414,Peru,"Industry, value added (% of GDP)",1952,
